Fragility_no,Infrastructure_class,Infrastructure_subclass,Metadata_description,Metadata_region,Metadata_author,Hazard_type,IM,IM_unit,Fragility_development_method,Fragility_distribution,No_of_damage_state,Damage_state_1,Damage_state_med_1,Damage_state_std_1,Damage_state_2,Damage_state_med_2,Damage_state_std_2,Damage_state_3,Damage_state_med_3,Damage_state_std_3,Damage_state_4,Damage_state_med_4,Damage_state_std_4,Fragility_description,Fragility_polynomial,Damage_state_5,Damage_state_med_5,Damage_state_std_5,,Ranking_score_IM,Ranking_score_NDS,Ranking_score_Region,Ranking_score_Normalized,Infrastructure_image,Metadata_file_name,Dispersion_type
293,water system,buried pipeline,Concrete-steel-cylindrical-Rubber gasket,USA,ALA 2001,earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.7 * 1.06 * (PGD**0.319),,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,
294,water system,buried pipeline,PVC-Rubber Gasket,USA,ALA 2001,earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8 * 1.06 * (PGD**0.319),,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,
295,water system,buried pipeline,Ductile iron-Rubber gasket,USA,ALA 2001,earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5 * 1.06 * (PGD**0.319),,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,
296,water system,buried pipeline,,USA,Douglas G. Honegger,earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/Km,(D) * (PGD)^(0.56),,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,
297,water system,buried pipeline,,USA,Douglas G. Honegger,earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/Km,0.3 * (D) * (PGD)^(0.56),,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,
298,water system,buried pipeline,Water pipeline,USA,"Tabandeh, Armin <atabandeh1296@gmail.com>",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,1.0 * 0.00108 * (PGV)**1.173,,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,
299,wastewater system,buried pipeline,"High Density Polyethylene (H.D.P., HDP, HDPE, ADS); Fused joints; Highly reliable",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
300,wastewater system,buried pipeline,"High Density Polyethylene (H.D.P., HDP, HDPE, ADS); Fused joints; Highly reliable",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
301,wastewater system,buried pipeline,"High Density Polyethylene (H.D.P., HDP, HDPE, ADS); Fused joints; Highly reliable; PGD fragility for liquefaction; D = pipe diameter in inches",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*(1.092/(1+7.408*exp(-0.6886*D)))*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
302,wastewater system,buried pipeline,"High Density Polyethylene (H.D.P., HDP, HDPE, ADS); Fused joints; Highly reliable; PGD fragility for landslide;   h = pipe depth in feets",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*(1.3922/(1+exp(-0.94621+0.10201*h)))*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
303,wastewater system,buried pipeline,"Ductile Iron Pipe (D.I.P., DIP, DI, D. TIL); Unrestrained; Pulls apart at joints in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
304,wastewater system,buried pipeline,"Ductile Iron Pipe (D.I.P., DIP, DI, D. TIL); Unrestrained; Pulls apart at joints in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
305,wastewater system,buried pipeline,"Ductile Iron Pipe (D.I.P., DIP, DI, D. TIL); Unrestrained; Pulls apart at joints in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
306,wastewater system,buried pipeline,"Ductile Iron Pipe (D.I.P., DIP, DI, D. TIL); Unrestrained; Pulls apart at joints in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
307,wastewater system,buried pipeline,"Ductile Iron Pipe (D.I.P., DIP, DI, D. TIL); Unrestrained; Pulls apart at joints in PGD; PGD fragility for liquefaction; D = pipe diameter in inches",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.43*(1.092/(1+7.408*exp(-0.6886*D)))*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
308,wastewater system,buried pipeline,"Ductile Iron Pipe (D.I.P., DIP, DI, D. TIL); Unrestrained; Pulls apart at joints in PGD;  PGD fragility for landslide; h = pipe depth in feets",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.43*(1.3922/(1+exp(-0.94621+0.10201*h)))*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
309,wastewater system,buried pipeline,Steel - Welded Joints - large Diameter (steel); Similar to water transmission pipe. Not sure there is any of this in the system except possibly forcemains; Very reliable,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
310,wastewater system,buried pipeline,Steel - Welded Joints - large Diameter (steel); Similar to water transmission pipe. Not sure there is any of this in the system except possibly forcemains; Very reliable,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
311,wastewater system,buried pipeline,Steel - Welded Joints - large Diameter (steel); Similar to water transmission pipe. Not sure there is any of this in the system except possibly forcemains; Very reliable,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
312,wastewater system,buried pipeline,Steel - Welded Joints - large Diameter (steel); Similar to water transmission pipe. Not sure there is any of this in the system except possibly forcemains; Very reliable,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.15*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
313,wastewater system,buried pipeline,Steel - Welded Joints - large Diameter (steel); Similar to water transmission pipe. Not sure there is any of this in the system except possibly forcemains; Very reliable; PGD fragility for liquefaction; D = pipe diameter in inches,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.62*(1.092/(1+7.408*exp(-0.6886*D)))*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
314,wastewater system,buried pipeline,Steel - Welded Joints - large Diameter (steel); Similar to water transmission pipe. Not sure there is any of this in the system except possibly forcemains; Very reliable; PGD fragility for landslide;  h = pipe depth in feets,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.62*(1.3922/(1+exp(-0.94621+0.10201*h)))*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
315,wastewater system,buried pipeline,Steel Gasketed B&S Joints (steel); Similar to DIP; Pulls apart at joints in PGD,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
316,wastewater system,buried pipeline,Steel Gasketed B&S Joints (steel); Similar to DIP; Pulls apart at joints in PGD,Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
317,wastewater system,buried pipeline,"Reinforced Concrete Sewer Pipe (RCP, RCSP, R.C.S); Segmented w/ gasketed B&S Jts;  Pulls apart at joints in PGD, some pipe damage",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
318,wastewater system,buried pipeline,"Reinforced Concrete Sewer Pipe (RCP, RCSP, R.C.S); Segmented w/ gasketed B&S Jts;  Pulls apart at joints in PGD, some pipe damage",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
319,wastewater system,buried pipeline,"Reinforced Concrete Sewer Pipe (RCP, RCSP, R.C.S); Segmented w/ gasketed B&S Jts;  Pulls apart at joints in PGD, some pipe damage; PGD fragility for liquefaction; D = pipe diameter in inches ",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.75*(1.092/(1+7.408*exp(-0.6886*D)))*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
320,wastewater system,buried pipeline,"Reinforced Concrete Sewer Pipe (RCP, RCSP, R.C.S); Segmented w/ gasketed B&S Jts;  Pulls apart at joints in PGD, some pipe damage; PGD fragility for landslide; h = pipe depth in feets",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.75*(1.3922/(1+exp(-0.94621+0.10201*h)))*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
321,wastewater system,buried pipeline,"Cast-in-Place Pipe and Monolithic Concrete (MON, MON., MON. C, MCP, CIPP, MON., MON. C,MONO, MONO., MONOLI, MONO.C, MONO-C, PRECAS, REINF., PS, RMCP); Reinforced, subject to cracking; Cracking when subject to wave propagation, break up when subject to PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
322,wastewater system,buried pipeline,"Cast-in-Place Pipe and Monolithic Concrete (MON, MON., MON. C, MCP, CIPP, MON., MON. C,MONO, MONO., MONOLI, MONO.C, MONO-C, PRECAS, REINF., PS, RMCP); Reinforced, subject to cracking; Cracking when subject to wave propagation, break up when subject to PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
323,wastewater system,buried pipeline,"Cast-in-Place Pipe and Monolithic Concrete (MON, MON., MON. C, MCP, CIPP, MON., MON. C,MONO, MONO., MONOLI, MONO.C, MONO-C, PRECAS, REINF., PS, RMCP); Reinforced, subject to cracking; Cracking when subject to wave propagation, break up when subject to PGD; PGD fragility for liquefaction;D = pipe diameter in inches ",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.75*(1.092/(1+7.408*exp(-0.6886*D)))*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
324,wastewater system,buried pipeline,"Cast-in-Place Pipe and Monolithic Concrete (MON, MON., MON. C, MCP, CIPP, MON., MON. C,MONO, MONO., MONOLI, MONO.C, MONO-C, PRECAS, REINF., PS, RMCP); Reinforced, subject to cracking; Cracking when subject to wave propagation, break up when subject to PGD; PGD fragility for landslide;  h = pipe depth in feets",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.75*(1.3922/(1+exp(-0.94621+0.10201*h)))*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
325,wastewater system,buried pipeline,"Concrete Sewer Pipe (CSP, C.S.P., CP, C.P., CONC, CONC., CON, CON., CONCRE, CCP);PGD fragility for liquefaction; D = pipe diameter in inches",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*(1.092/(1+7.408*exp(-0.6886*D)))*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
326,wastewater system,buried pipeline,"Concrete Sewer Pipe (CSP, C.S.P., CP, C.P., CONC, CONC., CON, CON., CONCRE, CCP);PGD fragility for landslide;  h = pipe depth in feets",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*(1.3922/(1+exp(-0.94621+0.10201*h)))*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
327,wastewater system,buried pipeline,"Polyvinyl Chloride (P.V.C., PVC); Unrestrained; Note SDR 35 much thinner than AWWA C-900; Good in wave prop; brittle/cracking, breakup in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.5*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
328,wastewater system,buried pipeline,"Polyvinyl Chloride (P.V.C., PVC); Unrestrained; Note SDR 35 much thinner than AWWA C-900; Good in wave prop; brittle/cracking, breakup in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
329,wastewater system,buried pipeline,"Polyvinyl Chloride (P.V.C., PVC); Unrestrained; Note SDR 35 much thinner than AWWA C-900; Good in wave prop; brittle/cracking, breakup in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.6*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
330,wastewater system,buried pipeline,"Polyvinyl Chloride (P.V.C., PVC); Unrestrained; Note SDR 35 much thinner than AWWA C-900; Good in wave prop; brittle/cracking, breakup in PGD",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.9*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
331,wastewater system,buried pipeline,"Polyvinyl Chloride (P.V.C., PVC); Unrestrained; Note SDR 35 much thinner than AWWA C-900; Good in wave prop; brittle/cracking, breakup in PGD; PGD fragility for liquefaction; D = pipe diameter in inches",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*(1.092/(1+7.408*exp(-0.6886*D)))*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
332,wastewater system,buried pipeline,"Polyvinyl Chloride (P.V.C., PVC); Unrestrained; Note SDR 35 much thinner than AWWA C-900; Good in wave prop; brittle/cracking, breakup in PGD; PGD fragility for landslide; h = pipe depth in feets",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.8*(1.3922/(1+exp(-0.94621+0.10201*h)))*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
333,wastewater system,buried pipeline,"Corrugated Metal Pipe (CMP, COR. S, COR.I., CORR.); Not corroded; Ductile unless corroded. Will pull apart at joints",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGV,in/s,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.3*0.00187*PGV,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
334,wastewater system,buried pipeline,"Corrugated Metal Pipe (CMP, COR. S, COR.I., CORR.); Not corroded; Ductile unless corroded. Will pull apart at joints",Pacific North West,"BES (2018): Resiliency Master Plan Project Seismic Resiliency Technical Memorandum #4, Backbone Fragility Analysis, City of Portland Bureau of Environmental Services",earthquake,PGD,in,Empirical,Polynomial,1,,,,,,,,,,,,,Repairs/1000ft,0.3*1.06*PGD**0.319,,,,,1,0.25,1,0.75,./assets/CLiP_TBA.PNG,,
